timestamp,roll,pitch,yaw,thrust
1544054,0.0,0.0,0.0,0.0
1571565,0.0,0.0,0.0,0.0
1606572,0.0,0.0,0.0,0.0
1634077,0.0,0.0,0.0,0.0
1666548,0.0,0.0,0.0,0.0
1699077,0.0,0.0,0.0,0.0
1731554,0.0,0.0,0.0,0.0
1761644,0.0,0.0,0.0,0.0
1794049,0.0,0.0,0.0,0.0
1824063,0.0,0.0,0.0,0.0
1856568,0.0,0.0,0.0,0.0
1886559,0.0,0.0,0.0,0.0
1921613,0.0,0.0,0.0,0.0
1951586,0.0,0.0,0.0,0.0
1981564,0.0,0.0,0.0,0.0
2016543,0.0,0.0,0.0,0.0
2046566,0.0,0.0,0.0,0.0
2079048,0.0,0.0,0.0,0.0
2109029,0.0,0.0,0.0,0.0
2139086,0.0,0.0,0.0,0.0
2174061,0.0,0.0,0.0,0.0
2201588,0.0,0.0,0.0,0.0
2236635,0.0,0.0,0.0,0.0
2264049,0.0,0.0,0.0,0.0
2299070,0.0,0.0,0.0,0.0
2331576,0.0,0.0,0.0,0.0
2361594,0.0,0.0,0.0,0.0
2391556,0.0,0.0,0.0,0.0
2424100,0.0,0.0,0.0,0.0
2454079,0.0,0.0,0.0,0.0
2489040,0.0,0.0,0.0,0.0
2519046,0.0,0.0,0.0,0.0
2551564,0.0,0.0,0.0,0.0
2581572,0.0,0.0,0.0,0.0
2611604,0.0,0.0,0.0,0.0
2646556,0.0,0.0,0.0,0.0
2674064,0.0,0.0,0.0,0.0
2706555,0.0,0.0,0.0,0.0
2739071,0.0,0.0,0.0,0.0
2771552,0.0,0.0,0.0,0.0
2801583,0.0,0.0,0.0,0.0
2831566,0.0,0.0,0.0,0.0
2866552,0.0,0.0,0.0,0.0
2896551,0.0,0.0,0.0,0.0
2926587,0.0,0.0,0.0,0.0
2961578,0.0,0.0,0.0,0.0
2989094,0.0,0.0,0.0,0.0
3024059,0.0,0.0,0.0,0.0
3054050,0.0,0.0,0.0,0.0
3086629,0.0,0.0,0.0,0.0
3116560,0.0,0.0,0.0,0.0
3146560,0.0,0.0,0.0,0.0
3179068,0.0,0.0,0.0,0.0
3211553,0.0,0.0,0.0,0.0
3244077,0.0,0.0,0.0,0.0
3274173,0.0,0.0,0.0,0.0
3304058,0.0,0.0,0.0,0.0
3339103,0.0,0.0,0.0,0.0
3366614,0.0,0.0,0.0,0.0
3401579,0.0,0.0,0.0,0.0
3431565,0.0,0.0,0.0,0.0
3464047,0.0,0.0,0.0,0.0
3496551,0.0,0.0,0.0,0.0
3524098,0.0,0.0,0.0,0.0
3559083,0.0,0.0,0.0,0.0
3591559,0.0,0.0,0.0,0.0
3621719,0.0,0.0,0.0,0.0
3654059,0.0,0.0,0.0,0.0
3684043,0.0,0.0,0.0,0.0
3716579,0.0,0.0,0.0,0.0
3746594,0.0,0.0,0.0,0.0
3779104,0.0,0.0,0.0,0.0
3811558,0.0,0.0,0.0,0.0
3841571,0.0,0.0,0.0,0.0
3874095,0.0,0.0,0.0,0.0
3906547,0.0,0.0,0.0,0.0
3934051,0.0,0.0,0.0,0.0
3969058,0.0,0.0,0.0,0.0
3999078,0.0,0.0,0.0,0.0
4031598,0.0,0.0,0.0,0.0
4061581,0.0,0.0,0.0,0.0
4093814,0.0,0.0,0.0,0.0
4123850,0.0,0.0,0.0,0.0
4158843,0.0,0.0,0.0,0.0
4188855,0.0,0.0,0.0,0.0
4218861,0.0,0.0,0.0,0.0
4251336,0.0,0.0,0.0,0.0
4283848,0.0,0.0,0.0,0.0
4316355,0.0,0.0,0.0,0.0
4346357,0.0,0.0,0.0,0.0
4378895,0.0,0.0,0.0,0.0
4408869,0.0,0.0,0.0,0.0
4441364,0.0,0.0,0.0,0.0
4473889,0.0,0.0,0.0,0.0
4503841,0.0,0.0,0.0,0.0
4536333,0.0,0.0,0.0,0.0
4566350,0.0,0.0,0.0,0.0
4596377,0.0,0.0,0.0,0.0
4628879,0.0,0.0,0.0,0.0
4661358,0.0,0.0,0.0,0.0
4693837,0.0,0.0,0.0,0.0
4723865,0.0,0.0,0.0,0.0
4756398,0.0,0.0,0.0,0.0
4788849,0.0,0.0,0.0,0.0
4818881,0.0,0.0,0.0,0.0
4851344,0.0,0.0,0.0,0.0
4878853,0.0,0.0,0.0,0.0
4913825,0.0,0.0,0.0,0.0
4946402,0.0,0.0,0.0,0.0
4973898,0.0,0.0,0.0,0.0
5008868,0.0,0.0,0.0,0.0
5036334,0.0,0.0,0.0,0.0
5071388,0.0,0.0,0.0,0.0
5101376,0.0,0.0,0.0,0.0
5133861,0.0,0.0,0.0,0.0
5166375,0.0,0.0,0.0,0.0
5196343,0.0,0.0,0.0,0.0
5228828,0.0,0.0,0.0,0.0
5258901,0.0,0.0,0.0,0.0
5291361,0.0,0.0,0.0,0.0
5323870,0.0,0.0,0.0,0.0
5353860,0.0,0.0,0.0,0.0
5386370,0.0,0.0,0.0,0.0
5416373,0.0,0.0,0.0,0.0
5446391,0.0,0.0,0.0,0.0
5481363,0.0,0.0,0.0,0.0
5511333,0.0,0.0,0.0,0.0
5541386,0.0,0.0,0.0,0.0
5573845,0.0,0.0,0.0,0.0
5606346,0.0,0.0,0.0,0.0
5636423,0.0,0.0,0.0,0.0
5668861,0.0,0.0,0.0,0.0
5698842,0.0,0.0,0.0,0.0
5731386,0.0,0.0,0.0,0.0
5761346,0.0,0.0,0.0,0.0
5796370,0.0,0.0,0.0,0.0
5826370,0.0,0.0,0.0,0.0
5858898,0.0,0.0,0.0,0.0
5888865,0.0,0.0,0.0,0.0
5921376,0.0,0.0,0.0,0.0
5951440,0.0,0.0,0.0,0.0
5983657,0.0,0.0,0.0,0.0
6016183,0.0,0.0,0.0,0.0
6048652,0.0,0.0,0.0,0.0
6078650,0.0,0.0,0.0,0.0
6111128,0.0,0.0,0.0,0.0
6141180,0.0,0.0,0.0,0.0
6171136,0.0,0.0,0.0,0.0
6206182,0.0,0.0,0.0,0.0
6236134,0.0,0.0,0.0,0.0
6266151,0.0,0.0,0.0,0.0
6298665,0.0,0.0,0.0,0.0
6331207,0.0,0.0,0.0,0.0
6363696,0.0,0.0,0.0,0.0
6393640,0.0,0.0,0.0,0.0
6426144,0.0,0.0,0.0,0.0
6453658,0.0,0.0,0.0,0.0
6488644,0.0,0.0,0.0,0.0
6518674,0.0,0.0,0.0,0.0
6551149,0.0,0.0,0.0,0.0
6581202,0.0,0.0,0.0,0.0
6611153,0.0,0.0,0.0,0.0
6643642,0.0,0.0,0.0,0.0
6678652,0.0,0.0,0.0,0.0
6708672,0.0,0.0,0.0,0.0
6738665,0.0,0.0,0.0,0.0
6771138,0.0,0.0,0.0,0.0
6801159,0.0,0.0,0.0,0.0
6833658,0.0,0.0,0.0,0.0
6866154,0.0,0.0,0.0,0.0
6898657,0.0,0.0,0.0,0.0
6926164,0.0,0.0,0.0,0.0
6961160,0.0,0.0,0.0,0.0
6993624,0.0,0.0,0.0,0.0
7023657,0.0,0.0,0.0,0.0
7056140,0.0,0.0,0.0,0.0
7086331,0.0,0.0,0.0,0.0
7118657,0.0,0.0,0.0,0.0
7148676,0.0,0.0,0.0,0.0
7181129,0.0,0.0,0.0,0.0
7213680,0.0,0.0,0.0,0.0
7243663,0.0,0.0,0.0,0.0
7273665,0.0,0.0,0.0,0.0
7306176,0.0,0.0,0.0,0.0
7338673,0.0,0.0,0.0,0.0
7371195,0.0,0.0,0.0,0.0
7401192,0.0,0.0,0.0,0.0
7433684,0.0,0.0,0.0,0.0
7466223,0.0,0.0,0.0,0.0
7496129,0.0,0.0,0.0,0.0
7526178,0.0,0.0,0.0,0.0
7558653,0.0,0.0,0.0,0.0
7591133,0.0,0.0,0.0,0.0
7623648,0.0,0.0,0.0,0.0
7651137,0.0,0.0,0.0,0.0
7686147,0.0,0.0,0.0,0.0
7713669,0.0,0.0,0.0,0.0
7748645,0.0,0.0,0.0,0.0
7781188,0.0,0.0,0.0,0.0
7808696,0.0,0.0,0.0,0.0
7843658,0.0,0.0,0.0,0.0
7871143,0.0,0.0,0.0,0.0
7906167,0.0,0.0,0.0,0.0
7938648,0.0,0.0,0.0,0.0
7966171,0.0,0.0,0.0,0.0
8001129,0.0,0.0,0.0,0.0
8028673,0.0,0.0,0.0,0.0
8063641,0.0,0.0,0.0,0.0
8096126,0.0,0.0,0.0,0.0
8126155,0.0,0.0,0.0,0.0
8158641,0.0,0.0,0.0,0.0
8188633,0.0,0.0,0.0,0.0
8218662,0.0,0.0,0.0,0.0
8251174,0.0,0.0,0.0,0.0
8283658,0.0,0.0,0.0,0.0
8316118,0.0,0.0,0.0,0.0
8346115,0.0,0.0,0.0,0.0
8378665,0.0,0.0,0.0,0.0
8408631,0.0,0.0,0.0,0.0
8441178,0.0,0.0,0.0,0.0
8473621,0.0,0.0,0.0,0.0
8503655,0.0,0.0,0.0,0.0
8533671,0.0,0.0,0.0,0.0
8568635,0.0,0.0,0.0,0.0
8598627,0.0,0.0,0.0,0.0
8628620,0.0,0.0,0.0,0.0
8658643,0.0,0.0,0.0,0.0
8693707,0.0,0.0,0.0,0.0
8726134,0.0,0.0,0.0,0.0
8756129,0.0,0.0,0.0,0.0
8788651,0.0,0.0,0.0,0.0
8818649,0.0,0.0,0.0,0.0
8848629,0.0,0.0,0.0,0.0
8883658,0.0,0.0,0.0,0.0
8911166,0.0,0.0,0.0,0.0
8946153,0.0,0.0,0.0,0.0
8976147,0.0,0.0,0.0,0.0
9008648,0.0,0.0,0.0,0.0
9041187,0.0,0.0,0.0,0.0
9068691,0.0,0.0,0.0,0.0
9101212,0.0,0.0,0.0,0.0
9131136,0.0,0.0,0.0,0.0
9166131,0.0,0.0,0.0,0.0
9196164,0.0,0.0,0.0,0.0
9226146,0.0,0.0,0.0,0.0
9261129,0.0,0.0,0.0,0.0
9291128,0.0,0.0,0.0,0.0
9323661,0.0,0.0,0.0,0.0
9353649,0.0,0.0,0.0,0.0
9383659,0.0,0.0,0.0,0.0
9418665,0.0,0.0,0.0,0.0
9446186,0.0,0.0,0.0,0.0
9481139,0.0,0.0,0.0,0.0
9511170,0.0,0.0,0.0,0.0
9543699,0.0,0.0,0.0,0.0
9576177,0.0,0.0,0.0,0.0
9606157,0.0,0.0,0.0,0.0
9638628,0.0,0.0,0.0,0.0
9671166,0.0,0.0,0.0,0.0
9698635,0.0,0.0,0.0,0.0
9731139,0.0,0.0,0.0,0.0
9761181,0.0,0.0,0.0,0.0
9796127,0.0,0.0,0.0,0.0
9826179,0.0,0.0,0.0,0.0
9858638,0.0,0.0,0.0,0.0
9891141,0.0,0.0,0.0,0.0
9921153,0.0,0.0,0.0,0.0
9953645,0.0,0.0,0.0,0.0
9986173,0.0,0.0,0.0,0.0
10016124,0.0,0.0,0.0,0.0
10048645,0.0,0.0,0.0,0.0
10078633,0.0,0.0,0.0,0.0
10108630,0.0,0.0,0.0,0.0
10141155,0.0,0.0,0.0,0.0
10173645,0.0,0.0,0.0,0.0
10206148,0.0,0.0,0.0,0.0
10233658,0.0,0.0,0.0,0.0
10268645,0.0,0.0,0.0,0.0
10298650,0.0,0.0,0.0,0.0
10331119,0.0,0.0,0.0,0.0
10363655,0.0,0.0,0.0,0.0
10391152,0.0,0.0,0.0,0.0
10426134,0.0,0.0,0.0,0.0
10458698,0.0,0.0,0.0,0.0
10486156,0.0,0.0,0.0,0.0
10521135,0.0,0.0,0.0,0.0
10551134,0.0,0.0,0.0,0.0
10583618,0.0,0.0,0.0,0.0
10613699,0.0,0.0,0.0,0.0
10646185,0.0,0.0,0.0,0.0
10678679,0.0,0.0,0.0,0.0
10708676,0.0,0.0,0.0,0.0
10738660,0.0,0.0,0.0,0.0
10773679,0.0,0.0,0.0,0.0
10801187,0.0,0.0,0.0,0.0
10836173,0.0,0.0,0.0,0.0
10863646,0.0,0.0,0.0,0.0
10898685,0.0,0.0,0.0,0.0
10928664,0.0,0.0,0.0,0.0
10961157,0.0,0.0,0.0,0.0
10993660,0.0,0.0,0.0,0.0
11021161,0.0,0.0,0.0,0.0
11053669,0.0,0.0,0.0,0.0
11088669,0.0,0.0,0.0,0.0
11116142,0.0,0.0,0.0,0.0
11148627,0.0,0.0,0.0,0.0
11178653,0.0,0.0,0.0,0.0
11211168,0.0,0.0,0.0,0.0
11246144,0.0,0.0,0.0,0.0
11276121,0.0,0.0,0.0,0.1
11308684,0.0,0.0,0.0,0.1
11336195,0.0,0.0,0.0,0.0
11371153,0.0,0.0,0.0,0.0
11401193,0.0,0.0,0.0,0.0
11433643,0.0,0.0,0.0,0.0
11466141,0.0,0.0,0.0,0.0
11496153,0.0,0.0,0.0,0.0
11526148,0.0,0.0,0.0,0.0
11561193,0.0,0.0,0.0,0.0
11591138,0.0,0.0,0.0,0.0
11623634,0.0,0.0,0.0,0.0
11651207,0.0,0.0,0.0,0.0
11686150,0.0,0.0,0.0,0.0
11718666,0.0,0.0,0.0,0.0
11748655,0.0,0.0,0.0,0.0
11781154,0.0,0.0,0.0,0.0
11808683,0.0,0.0,0.0,0.0
11843657,0.0,0.0,0.0,0.0
11873642,0.0,0.0,0.0,0.0
11903678,0.0,0.0,0.0,0.0
11938653,0.0,0.0,0.0,0.0
11966117,0.0,0.0,0.0,0.0
11998672,0.0,0.0,0.0,0.0
12031130,0.0,0.0,0.0,0.0
12063645,0.0,0.0,0.0,0.0
12096118,0.0,0.0,0.0,0.0
12124123,0.0,0.0,0.0,0.0
12158671,0.0,0.0,0.0,0.0
12191128,0.0,0.0,0.0,0.0
12218680,0.0,0.0,0.0,0.0
12253659,0.0,0.0,0.0,0.0
12283658,0.0,0.0,0.0,0.0
12315775,0.0,0.0,0.0,0.0
12348294,0.0,0.0,0.0,0.0
12378260,0.0,0.0,0.0,0.0
12408280,0.0,0.0,0.0,0.0
12443280,0.0,0.0,0.0,0.0
12473271,0.0,0.0,0.0,0.0
12505775,0.0,0.0,0.0,0.0
12533292,0.0,0.0,0.0,0.0
12568288,0.0,0.0,0.0,0.0
12598281,0.0,0.0,0.0,0.0
12630783,0.0,0.0,0.0,0.0
12663243,0.0,0.0,0.0,0.0
12693261,0.0,0.0,0.0,0.0
12725749,0.0,0.0,0.0,0.0
12758338,0.0,0.0,0.0,0.0
12788260,0.0,0.0,0.0,0.0
12820752,0.0,0.0,0.0,0.0
12848272,0.0,0.0,0.0,0.0
12879507,0.0,0.0,0.0,0.94
12912150,0.0,0.0,0.0,0.166724
12947036,0.0,0.0,0.0,0.271185
12977034,0.0,0.0,0.0,0.360228
13009514,0.0,0.0,0.0,0.456917
13039542,0.0,0.0,0.0,0.554412
13072002,0.0,0.0,0.0,0.637126
13104546,0.0,0.0,0.0,0.709254
13134513,0.0,0.0,0.0,0.739357
14969544,0.0,0.0,0.0,0.470493
15002017,0.0,0.0,0.0,0.470806
15034515,0.0,0.0,0.0,0.471205
15064508,0.0,0.0,0.0,0.472848
15099516,0.0,0.0,0.0,0.47344
15126992,0.0,0.0,0.0,0.475302
15159513,0.0,0.0,0.0,0.475188
15192027,0.0,0.0,0.0,0.47617
15221984,0.0,0.0,0.0,0.475909
15257015,0.0,0.0,0.0,0.477414
15287013,0.0,0.0,0.0,0.478709
15317023,0.0,0.0,0.0,0.47793
15349522,0.0,0.0,0.0,0.477967
15379532,0.0,0.0,0.0,0.479054
15414544,0.0,0.0,0.0,0.479362
15444503,0.0,0.0,0.0,0.480077
15477102,0.0,0.0,0.0,0.481279
15507008,0.0,0.0,0.0,0.481664
15537041,0.0,-0.00363563,0.0,0.482043
15572014,0.0,-4.30126,0.0,0.288643
15602009,0.0,-3.29754,0.0,0.343134
15634523,0.0,-1.93158,0.0,0.41017
15664496,0.0,-0.617457,0.0,0.46481
15697027,0.0,0.476662,0.0,0.504816
15729515,0.0,1.26473,0.0,0.536499
15757024,0.0,1.51371,0.0,0.556927
15791991,0.0,1.44577,0.0,0.579378
15822017,0.0,1.18262,0.0,0.594818
15854536,0.0,0.827895,0.0,0.600918
15886999,0.0,0.58596,0.0,0.591968
15917033,0.0,0.42265,0.0,0.5708
15946988,0.0,0.362339,0.0,0.546328
15987039,0.0,0.371595,0.0,0.515598
16022031,0.0,0.401578,0.0,0.500135
16052028,0.0,0.414802,0.0,0.496916
16084888,0.0,0.411015,0.0,0.500753
16117018,0.0,0.385334,0.0,0.507529
16146729,0.0,0.345796,0.0,0.515013
16176799,0.0,0.300947,0.0,0.520141
16211760,0.0,0.250514,0.0,0.521836
16244240,0.0,0.214085,0.0,0.519509
16274257,0.0,0.184323,0.0,0.515547
16306787,0.0,0.159981,0.0,0.509584
16336760,0.0,0.13848,0.0,0.505788
16366743,0.0,0.123415,0.0,0.502457
16401746,0.0,0.10248,0.0,0.499906
16431778,0.0,0.0856227,0.0,0.498805
16464257,0.0,0.063262,0.0,0.49923
16491758,0.0,0.0518462,0.0,0.498052
16524292,0.0,0.0367235,0.0,0.497523
16556792,0.0,0.0229968,0.0,0.497347
16586747,0.0,0.0136545,0.0,0.496124
16621747,0.0,0.00518771,0.0,0.495358
16651742,0.0,-0.000822297,0.0,0.494851
16681759,0.0,-0.00702123,0.0,0.493855
16714270,0.0,-0.0130455,0.0,0.493664
16746815,0.0,-0.016437,0.0,0.493885
16779247,0.0,-0.0187234,0.0,0.493243
16809288,0.0,-0.0205326,0.0,0.492946
16839248,0.0,-0.0211962,0.0,0.493039
16874253,0.0,-0.0217858,0.0,0.493421
16904266,0.0,-0.0217719,0.0,0.493645
16936766,0.0,-0.0209548,0.0,0.493811
16966775,0.0,-0.0200056,0.0,0.493839
16996801,0.0,-0.0194136,0.0,0.493603
17031746,0.0,-0.0174534,0.0,0.494022
17061751,0.0,-0.0161084,0.0,0.494149
17094294,0.0,-0.0153677,0.0,0.493803
17124277,0.0,-0.0134637,0.0,0.494274
17156744,0.0,-0.0109224,0.0,0.494775
17186792,0.0,-0.00974289,0.0,0.494646
17216757,0.0,-0.0074712,0.0,0.494874
17251773,0.0,-0.00502719,0.0,0.495302
17281764,0.0,-0.00286792,0.0,0.495407
17314261,0.0,-0.000821462,0.0,0.495584
17346790,0.0,0.00163138,0.0,0.49592
17376726,0.0,0.00279749,0.0,0.495818
17406790,0.0,0.00406964,0.0,0.495758
17439248,0.0,0.00543668,0.0,0.495919
17469253,0.0,0.00652084,0.0,0.495984
17501742,0.0,0.00833503,0.0,0.496538
17531775,0.0,0.00911004,0.0,0.496611
17566767,0.0,0.0104994,0.0,0.497067
17596786,0.0,0.0107125,0.0,0.496832
17629279,0.0,0.0108564,0.0,0.496639
17661759,0.0,0.0114077,0.0,0.496822
17691748,0.0,0.0118712,0.0,0.496946
17721767,0.0,0.0120644,0.0,0.496914
17754278,0.0,0.0126502,0.0,0.497291
17786784,0.0,0.0128683,0.0,0.49706
17819280,0.0,0.0133425,0.0,0.497248
17846766,0.0,0.0133751,0.0,0.497211
17881755,0.0,0.0132017,0.0,0.497208
17909280,0.0,0.0127801,0.0,0.497155
17941747,0.0,0.0126112,0.0,0.497378
17974271,0.0,0.0126908,0.0,0.497766
18006740,0.0,0.0120761,0.0,0.497353
18039276,0.0,0.0118661,0.0,0.497492
18069265,0.0,0.0114779,0.0,0.497424
18101760,0.0,0.0114156,0.0,0.497609
18134278,0.0,0.011174,0.0,0.497652
18161771,0.0,0.0108359,0.0,0.497608
18196774,0.0,0.00983929,0.0,0.497592
18226770,0.0,0.00854233,0.0,0.49742
18256811,0.0,0.00735554,0.0,0.497593
18289257,0.0,0.00628222,0.0,0.497457
18321779,0.0,0.00561011,0.0,0.497362
18354249,0.0,0.00531951,0.0,0.497468
18384260,0.0,0.0051703,0.0,0.497202
18416780,0.0,0.00525732,0.0,0.497291
18446753,0.0,0.00533797,0.0,0.497515
18476780,0.0,0.0053638,0.0,0.497465
18511738,0.0,0.00533899,0.0,0.497333
18541796,0.0,0.00535728,0.0,0.497557
18574270,0.0,0.00542163,0.0,0.497635
18604287,0.0,0.0054738,0.0,0.49763
18634503,0.0,0.00551263,0.0,0.49766
18666779,0.0,0.00554592,0.0,0.497696
18699249,0.0,0.00552713,0.0,0.497728
18731742,0.0,0.0054885,0.0,0.497687
18761769,0.0,0.00545541,0.0,0.497752
18794248,0.0,0.00551547,0.0,0.497756
18826725,0.0,0.00553603,0.0,0.497741
18854233,0.0,0.00549523,0.0,0.497662
18889272,0.0,0.00546893,0.0,0.497698
18919260,0.0,0.00545563,0.0,0.497757
18949267,0.0,0.0053497,0.0,0.497959
18981744,0.0,0.00530688,0.0,0.498012
19014302,0.0,0.00516256,0.0,0.497934
19044239,0.0,0.00508401,0.0,0.497755
19076763,0.0,0.00502326,0.0,0.497904
19109238,0.0,0.00499919,0.0,0.49788
19141520,0.0,0.00503179,0.0,0.498051
19173578,0.0,0.00511974,0.0,0.498045
19201067,0.0,0.00517249,0.0,0.497998
19236063,0.0,0.00521961,0.0,0.497935
19266070,0.0,0.00531459,0.0,0.497859
19298529,0.0,0.00555543,0.0,0.497804
19328569,0.0,0.00552652,0.0,0.498059
19361036,0.0,0.00565673,0.0,0.497977
19393543,0.0,0.00569285,0.0,0.49791
19423539,0.0,0.00559215,0.0,0.498036
19456051,0.0,0.0053882,0.0,0.498188
19488564,0.0,0.00540353,0.0,0.498195
19516057,0.0,0.00525452,0.0,0.498235
19551047,0.0,0.00497663,0.0,0.498375
19581061,0.0,0.004845,0.0,0.498264
19613541,0.0,0.00455327,0.0,0.498224
19646049,0.0,0.00434642,0.0,0.498376
19673553,0.0,0.00429501,0.0,0.498126
19706061,0.0,0.00404458,0.0,0.498142
19738543,0.0,0.00377664,0.0,0.498139
19768564,0.0,0.00361512,0.0,0.498124
19803558,0.0,0.00348637,0.0,0.498163
19833551,0.0,0.00340506,0.0,0.498232
19863576,0.0,0.00331786,0.0,0.498241
19893533,0.0,0.00304327,0.0,0.498344
19926053,0.0,0.00289291,0.0,0.498273
19961066,0.0,0.00263612,0.0,0.498378
19991049,0.0,0.00260911,0.0,0.498282
20023540,0.0,0.00261183,0.0,0.498276
20053527,0.0,0.00245249,0.0,0.498477
20086074,0.0,0.00258183,0.0,0.498299
20118526,0.0,0.00268122,0.0,0.498296
20148573,0.0,0.0026385,0.0,0.498332
20181029,0.0,0.00262971,0.0,0.498485
20211067,0.0,0.00258349,0.0,0.498486
20243582,0.0,0.00258245,0.0,0.498494
20273594,0.0,0.00261838,0.0,0.498487
20306040,0.0,0.00259672,0.0,0.498426
20338515,0.0,0.00246052,0.0,0.498491
20368557,0.0,0.0024968,0.0,0.498453
20398546,0.0,0.00248152,0.0,0.498421
20431071,0.0,0.00232826,0.0,0.498629
20461030,0.0,0.00222538,0.0,0.498684
20496022,0.0,0.00216177,0.0,0.498486
20526044,0.0,0.00206733,0.0,0.498525
20558541,0.0,0.00193317,0.0,0.498535
20588578,0.0,0.00179643,0.0,0.498527
20618545,0.0,0.00160525,0.0,0.498587
20653566,0.0,0.00142197,0.0,0.498688
20681082,0.0,0.00146959,0.0,0.49859
20716083,0.0,0.00131914,0.0,0.498663
20748517,0.0,0.00118382,0.0,0.498682
20776106,0.0,0.00108808,0.0,0.498665
20811074,0.0,0.000901714,0.0,0.498586
20838529,0.0,0.000817798,0.0,0.498669
20873542,0.0,0.000719885,0.0,0.498574
20906028,0.0,0.000689701,0.0,0.498578
20933559,0.0,0.00074892,0.0,0.498688
20968587,0.0,0.000793413,0.0,0.498734
20998557,0.0,0.000855724,0.0,0.49867
21031045,0.0,0.000927586,0.0,0.498701
21063585,0.0,0.000944892,0.0,0.498776
21091036,0.0,0.00095686,0.0,0.498721
21126575,0.0,0.000986981,0.0,0.498781
21156050,0.0,0.000942783,0.0,0.498797
21188561,0.0,0.00105886,0.0,0.498864
21221037,0.0,0.00104691,0.0,0.498859
21248577,0.0,0.00112726,0.0,0.49899
21283552,0.0,0.00116253,0.0,0.498925
21311079,0.0,0.00114423,0.0,0.498863
21346042,0.0,0.00111934,0.0,0.498928
21376060,0.0,0.00102383,0.0,0.498851
21406039,0.0,0.000917011,0.0,0.498928
21441040,0.0,0.000880912,0.0,0.498898
21468608,0.0,0.000812467,0.0,0.498944
21503555,0.0,0.000770437,0.0,0.498872
21536036,0.0,0.000775882,0.0,0.498873
21563570,0.0,0.000749773,0.0,0.498871
21596042,0.0,0.000722814,0.0,0.498883
21626033,0.0,0.000665805,0.0,0.498961
21661081,0.0,0.00067774,0.0,0.499052
21691056,0.0,0.000626254,0.0,0.499044
21723550,0.0,0.000606749,0.0,0.499076
21753540,0.0,0.00057502,0.0,0.499058
21786044,0.0,0.000557967,0.0,0.499036
21818533,0.0,0.000642585,0.0,0.499061
21848556,0.0,0.000641792,0.0,0.499057
21878548,0.0,0.000664146,0.0,0.499021
21911041,0.0,0.000712443,0.0,0.499075
21943529,0.0,0.000721853,0.0,0.499067
21976064,0.0,0.000690497,0.0,0.499073
22008556,0.0,0.000635404,0.0,0.499067
22038523,0.0,0.000669592,0.0,0.499162
22071022,0.0,0.000628006,0.0,0.499153
22099316,0.0,0.000657081,0.0,0.499176
22134292,0.0,0.000575653,0.0,0.499145
22164306,0.0,0.000753784,0.0,0.499195
22194288,0.0,0.000934344,0.0,0.499198
22228271,0.0,0.00107222,0.0,0.499202
22258291,0.0,0.00125449,0.0,0.499248
22288282,0.0,0.00134781,0.0,0.49928
22323242,0.0,0.00132514,0.0,0.499248
22353276,0.0,0.00144119,0.0,0.499285
22385828,0.0,0.00153506,0.0,0.499298
22415754,0.0,0.00154151,0.0,0.499335
22448283,0.0,0.00165573,0.0,0.499312
22480806,0.0,0.00164941,0.0,0.499314
22508300,0.0,0.0016522,0.0,0.499357
22543307,0.0,0.00158187,0.0,0.499355
22575777,0.0,0.00151368,0.0,0.499343
22605801,0.0,0.00136584,0.0,0.499365
22638267,0.0,0.00124124,0.0,0.499376
22665795,0.0,0.00114247,0.0,0.499358
22695782,0.0,0.00092614,0.0,0.49933
22730788,0.0,0.000865842,0.0,0.499298
22763271,0.0,0.000840423,0.0,0.499303
22793253,0.0,0.000867451,0.0,0.499321
22825797,0.0,0.000784447,0.0,0.499312
22855791,0.0,0.000703376,0.0,0.499321
22890737,0.0,0.000703527,0.0,0.499297
22918278,0.0,0.00061164,0.0,0.499321
22953251,0.0,0.00054323,0.0,0.499304
22983308,0.0,0.000509671,0.0,0.49933
23015791,0.0,0.000465255,0.0,0.499324
23048312,0.0,0.000435695,0.0,0.499287
23075818,0.0,0.000395977,0.0,0.499296
23110764,0.0,0.000352612,0.0,0.499301
23138263,0.0,0.00029075,0.0,0.499283
23170778,0.0,0.000260845,0.0,0.499299
23205787,0.0,0.000212063,0.0,0.49931
